RegionID,RegionAcronym,Region,ParentID,Color_1,Color_2,Color_3
1,WHOLE,WHOLE BRAIN,1,0.498039215686275,0.498039215686275,0.498039215686275
2,FORE,FOREBRAIN (TELENCEPHALON and DIENCEPHALON),1,0,0.490196078431373,0.498039215686275
3,TEL,TELENCEPHALON,2,0.23921568627451,0.556862745098039,0.584313725490196
19,CER,CEREBRUM;CEREBRAL CORTEX,3,0.592156862745098,0.713725490196078,0.301960784313725
25,CorA,Cortical areas,19,,,
787,AntC,Anterior Cingulate Cortex,25,,,
57,A24a,Area 24a of cortex,787,0.0627450980392157,0.537254901960784,0
58,A24b,Area 24b of cortex,787,0.333333333333333,0.784313725490196,0.133333333333333
59,A24c,Area 24c of cortex,787,0.419607843137255,0.337254901960784,0.274509803921569
60,A24d,Area 24d of cortex,787,0.92156862745098,0.858823529411765,0.937254901960784
788,A,Auditory Cortex,25,,,
76,AuAL,Auditory cortex; anterolateral area,788,0.858823529411765,0.482352941176471,0.584313725490196
77,AuCL,Auditory cortex; caudolateral area,788,0.894117647058824,0.858823529411765,0.780392156862745
78,AuCM,Auditory cortex; caudomedial area,788,0.345098039215686,0.643137254901961,0.258823529411765
79,AuCPB,Auditory cortex; caudal parabelt area,788,0.56078431372549,0.819607843137255,0
80,AuML,Auditory cortex; middle lateral area,788,0.690196078431373,0.596078431372549,0.729411764705882
81,AuA1,Auditory cortex; primary area,788,0.8,0.0705882352941176,0.603921568627451
82,AuR,Auditory cortex; rostral area,788,0.572549019607843,0.403921568627451,0.298039215686275
83,AuRPB,Auditory cortex; rostral parabelt,788,0.627450980392157,0.274509803921569,0.556862745098039
84,AuRM,Auditory cortex; rostromedial area,788,0.368627450980392,0.305882352941176,0.898039215686275
85,AuRTL,Auditory cortex; rostrotemporal lateral area,788,0.172549019607843,0.572549019607843,0.827450980392157
86,AuRTM,Auditory cortex; rostrotemporal medial area,788,0.894117647058824,0.482352941176471,0.882352941176471
87,AuRT,Auditory cortex; rostrotemporal part,788,0.815686274509804,0.870588235294118,0.592156862745098
126,STR,Superior temporal rostral area,788,0.803921568627451,0.0823529411764706,1
140,TPt,Temporoparietal transitional area,788,0.654901960784314,0.815686274509804,0.63921568627451
789,DP,Dorsolateral Prefrontal Cortex,25,,,
43,A10,Area 10 of cortex,789,0.243137254901961,0.501960784313725,0.109803921568627
71,A46D,Area 46 of cortex; dorsal part,789,0,0.549019607843137,0.905882352941176
72,A46V,Area 46 of cortex; ventral part,789,0.92156862745098,0.929411764705882,0.866666666666667
38,A8aD,Area 8a of cortex; dorsal part,789,0.63921568627451,0.76078431372549,0.949019607843137
39,A8aV,Area 8a of cortex; ventral part,789,0.772549019607843,0.576470588235294,0.992156862745098
40,A8b,Area 8b of cortex,789,0.745098039215686,0.376470588235294,0.113725490196078
42,A9,Area 9 of cortex,789,0.890196078431372,0.756862745098039,0.87843137254902
790,Ins,Insular Cortex,25,,,
26,AI,Agranular insular cortex,790,0.92156862745098,0.807843137254902,0.933333333333333
88,DI,Dysgranular insular cortex,790,0.933333333333333,0.309803921568627,0.96078431372549
92,GI,Granular insular cortex,790,0.627450980392157,0.274509803921569,0.556862745098039
95,IPro,Insular proisocortex,790,0.866666666666667,0.415686274509804,0.768627450980392
103,PaIL,Parainsular cortex; lateral part,790,0.341176470588235,0.768627450980392,0.356862745098039
104,PaIM,Parainsular cortex; medial part,790,0.698039215686274,0.568627450980392,0
121,ReI,Retroinsular area,790,0.47843137254902,0.701960784313725,0.541176470588235
137,TPro,Temporal proisocortex,790,0.290196078431373,0.647058823529412,0.43921568627451
791,LIT,Lateral and Inferior Temporal Cortical Region,25,,,
111,PGa/IPa,Parietal areas PGa and IPa (fundus of superior temporal ventral area),791,0.223529411764706,0.592156862745098,0.541176470588235
128,TE1,Temporal area TE1,791,0.87843137254902,0.427450980392157,1
129,TE2,Temporal area TE2,791,0.670588235294118,0,0.854901960784314
130,TE3,Temporal area TE3,791,0.8,0.2,0.2
131,TEO,Temporal area TE; occipital part,791,0.309803921568627,0.701960784313725,0.690196078431373
138,TPO,Temporo-parieto-occipital association area (superior temporal polysensory cortex),791,0.909803921568627,0.576470588235294,1
139,TPPro,Temporopolar proisocortex,791,0.650980392156863,0.768627450980392,0.756862745098039
792,MedP,Medial Prefrontal Cortex,25,,,
49,A14C,Area 14 of cortex; caudal part,792,0.345098039215686,0.529411764705882,0.811764705882353
50,A14R,Area 14 of cortex; rostral part,792,0.956862745098039,0.854901960784314,0.956862745098039
61,A25,Area 25 of cortex,792,0.211764705882353,0.556862745098039,0.741176470588235
66,A32,Area 32 of cortex,792,0.333333333333333,0.756862745098039,0.490196078431373
67,A32V,Area 32 of cortex; ventral part,792,0.243137254901961,0.588235294117647,0.211764705882353
793,OF,Orbital Frontal Cortex,25,,,
44,A11,Area 11 of cortex,793,0.894117647058824,0.247058823529412,0.976470588235294
45,A13a,Area 13a of cortex,793,0.827450980392157,0.843137254901961,0.701960784313725
46,A13b,Area 13b of cortex,793,0.701960784313725,0,0.749019607843137
47,A13L,Area 13 of cortex; lateral part,793,0.72156862745098,0.301960784313725,0
48,A13M,Area 13 of cortex; medial part,793,0.415686274509804,0.411764705882353,0.4
93,Gu,Gustatory cortex,793,0.262745098039216,0.72156862745098,0.403921568627451
101,OPAl,Orbital periallocortex,793,0.356862745098039,0.705882352941177,0.282352941176471
102,OPro,Orbital proisocortex,793,0.541176470588235,0.784313725490196,0
794,PCMR,Posterior Cingulate Medial and Retrosplenial Cortical Regions,25,,,
53,A23a,Area 23a of cortex,794,0.490196078431373,0.427450980392157,0.431372549019608
54,A23b,Area 23b of cortex,794,0.545098039215686,0.835294117647059,0.756862745098039
55,A23c,Area 23c of cortex,794,0.309803921568627,0.32156862745098,0.286274509803922
56,A23V,Area 23 of cortex; ventral part,794,0.407843137254902,0.698039215686274,0
62,A29a-c,Area 29a-c of cortex,794,0.866666666666667,0.894117647058824,0.909803921568627
63,A29d,Area 29d of cortex,794,0.513725490196078,0.32156862745098,0.580392156862745
64,A30,Area 30 of cortex,794,0.23921568627451,0.603921568627451,0.537254901960784
65,A31,Area 31 of cortex,794,0.694117647058824,0.756862745098039,0.396078431372549
112,PGM,Parietal area PG; medial part,794,0.709803921568627,0.870588235294118,0.776470588235294
119,ProSt,Prostriate area,794,0.411764705882353,0.780392156862745,0.819607843137255
795,PostP,Posterior Parietal Cortex,25,,,
27,AIP,Anterior intraparietal area of cortex,795,0.815686274509804,0.870588235294118,0.592156862745098
96,LIP,Lateral intrapartietal area of cortex,795,0.392156862745098,0.380392156862745,0.164705882352941
97,MIP,Medial intraparietal area of cortex,795,1,0.890196078431372,1
100,OPt,Occipito-parietal transitional area of cortex,795,0.407843137254902,0.290196078431373,0
106,PE,Parietal area PE,795,0.0941176470588235,0.0156862745098039,0.929411764705882
107,PEC,Parietal area PE; caudal part,795,0.643137254901961,0.733333333333333,0.964705882352941
108,PF,Parietal area PF,795,0.203921568627451,0.580392156862745,0.772549019607843
109,PFG,Parietal area PFG,795,0.333333333333333,0.662745098039216,0.72156862745098
110,PG,Parietal area PG,795,0.882352941176471,0,0.996078431372549
141,VIP,Ventral intraparietal area of cortex,795,0.835294117647059,0.694117647058824,0.917647058823529
796,MotPre,Motor and Premotor Cortical Regions,25,,,
31,A4ab,Area 4 of cortex; parts a and b (primary motor),796,0.568627450980392,0.635294117647059,0.435294117647059
32,A4c,Area 4 of cortex; part c (primary motor),796,0.494117647058824,0.309803921568627,0.384313725490196
33,A6DC,Area 6 of cortex; dorsocaudal part,796,0.337254901960784,0.337254901960784,0.666666666666667
34,A6DR,Area 6 of cortex; dorsorostral part,796,0.827450980392157,0.705882352941177,0.584313725490196
35,A6M,Area 6 of cortex; medial (supplementary motor) part,796,0.364705882352941,0.392156862745098,1
36,A6Va,Area 6 of cortex; ventral; part a,796,0.227450980392157,0.631372549019608,0.623529411764706
37,A6Vb,Area 6 of cortex; ventral; part b,796,0.596078431372549,0.27843137254902,1
41,A8C,Area 8 of cortex; caudal part,796,0.588235294117647,0.372549019607843,0.992156862745098
797,Soma,Somatosensory Cortex,25,,,
28,A1/2,Areas 1 and 2 of cortex,797,0.737254901960784,0.866666666666667,0.619607843137255
29,A3a,Area 3a of cortex (primary somatosensory),797,0.717647058823529,0.211764705882353,0.823529411764706
30,A3b,Area 3b of cortex (primary somatosensory),797,0.419607843137255,0.4,0.392156862745098
122,S2E,Secondary somatosensory cortex; external part,797,0.584313725490196,0.517647058823529,0.572549019607843
123,S2I,Secondary somatosensory cortex; internal part,797,0.43921568627451,0.772549019607843,1
124,S2PR,Secondary somatosensory cortex; parietal rostral area,797,0.72156862745098,0.627450980392157,0.619607843137255
125,S2PV,Secondary somatosensory cortex; parietal ventral area,797,0.96078431372549,0.976470588235294,0.92156862745098
798,Vis,Visual Cortex,25,,,
51,A19DI,Area 19 of cortex; dorsointermediate part,798,0.823529411764706,0.219607843137255,0.701960784313725
52,A19M,Area 19 of cortex; medial part,798,0.498039215686275,0.349019607843137,0.0941176470588235
91,FST,Fundus of superior temporal sulcus area of cortex,798,0.0705882352941176,0.749019607843137,0
98,MST,Medial superior temporal area of cortex,798,0.372549019607843,0.490196078431373,0.780392156862745
142,V1,Visual area 1,798,0.156862745098039,0.596078431372549,0.164705882352941
143,V2,Visual area 2,798,0.168627450980392,0.392156862745098,0.56078431372549
144,V3,Visual area 3 (ventrolateral posterior area),798,0.345098039215686,0.325490196078431,0.270588235294118
145,V3A,Visual area 3A (dorsoanterior area),798,0.843137254901961,0.956862745098039,0.709803921568627
146,V4,Visual area 4 (ventrolatereral anterior area),798,0.435294117647059,0.956862745098039,0.364705882352941
147,V4T,Visual area 4; transitional part,798,0.752941176470588,0.00392156862745098,0.988235294117647
148,V5,Visual area 5 (middle temporal area),798,0.666666666666667,0.552941176470588,0.709803921568627
149,V6,Visual area 6 (dorsomedial area),798,0.00784313725490196,0.6,0.996078431372549
150,V6A,Visual area 6A (posterior parietal medial area),798,0.00784313725490196,0.6,0
799,VentPre,Ventrolateral Prefrontal Cortex,25,,,
70,A45,Area 45 of cortex,799,0.443137254901961,0.274509803921569,0.580392156862745
73,A47L,Area 47 (old 12) of cortex; lateral part,799,0.63921568627451,0.505882352941176,0.141176470588235
74,A47M,Area 47 (old 12) of cortex; medial part,799,0.317647058823529,0.556862745098039,0.909803921568627
75,A47O,Area 47 (old 12) of cortex; orbital part,799,0.886274509803922,0.866666666666667,0.8
118,ProM,Proisocortical motor region (precentral opercular cortex),799,0.831372549019608,0.831372549019608,0.580392156862745
800,VT,Ventral Areas of the Temporal Lobe,25,,,
68,A35,Area 35 of cortex,800,0.67843137254902,0.686274509803922,0.466666666666667
69,A36,Area 36 of cortex,800,0.466666666666667,0.149019607843137,0.890196078431372
89,Ent,Entorhinal cortex,800,0.47843137254902,0.533333333333333,0.325490196078431
132,TF,Temporal area TF,800,0.513725490196078,0.32156862745098,0.580392156862745
133,TFO,Temporal area TF; occipital part,800,0.76078431372549,0.909803921568627,0.576470588235294
134,TH,Temporal area TH,800,0.905882352941176,0.788235294117647,0.772549019607843
135,TL,Temporal area TL,800,0.627450980392157,0.788235294117647,0.835294117647059
136,TLO,Temporal area TL; occipital part,800,0.627450980392157,0.466666666666667,0.835294117647059
90,FC,Faciola cinereum,25,,,
94,IG,Indusium griseum,25,0.952941176470588,0.905882352941176,0.250980392156863
99,Nv,Navicular nucleus of the basal forebrain,25,1,0,0.0862745098039216
105,PaS,Parasubiculum,25,0.486274509803922,0.388235294117647,0.474509803921569
113,Pir,Piriform cortex,25,0.243137254901961,0.611764705882353,0.435294117647059
114,Pir 1,Piriform cortex; layer 1,25,,,
115,Pir 2,Piriform cortex; layer 2,25,,,
116,Pir 3,Piriform cortex; layer 3,25,,,
117,PrS,Presubiculum,25,0.635294117647059,0.623529411764706,0.6
120,ProS,Prosubiculum,25,0.458823529411765,0.270588235294118,0.415686274509804
127,SS,Supracallosal subiculum,25,,,
20,OlfC,Olfactory cortex,19,,,
24,TT,Tenia tecta,20,0.83921568627451,0.788235294117647,0.286274509803922
21,Tu,Olfactry tubercle,20,1,1,0
22,ICj,Islands of Calleja,21,0.56078431372549,0.494117647058824,0
23,ICjM,Islands of Calleja; major island,21,0.709803921568627,0.662745098039216,0.745098039215686
151,HipF,Hippocampal formation,19,0,0.662745098039216,0.8
152,DG,Dentate gyrus,151,0,0.52156862745098,0.607843137254902
153,GrDG,Granule cell layer of the dentate gyrus,152,,,
154,MoDG,Molecular layer of the dentate gyrus,152,,,
155,PoDG,Polymorph layer of the dentate gyrus,152,,,
156,Hip,Hippocampus,151,0,0.556862745098039,0.580392156862745
160,LMol,Lacunosum moleculare layer of the hippocampus,156,,,
161,Or,Oriens layer of the hippocampus,156,,,
162,Py,Pyramidal cell layer of the hippocampus,156,,,
163,Rad,Radiatum layer of the hippocampus,156,,,
164,SLu,Stratum lucidum of the hippocampus,156,,,
157,CA1,Field CA1 of the hippocampus,156,0.376470588235294,0.541176470588235,0.556862745098039
158,CA2,Field CA2 of the hippocampus,156,0.427450980392157,0.588235294117647,0.611764705882353
159,CA3,Field CA3 of the hippocampus,156,0.325490196078431,0.658823529411765,0.717647058823529
165,S,Subiculum,151,0.450980392156863,0.701960784313725,0.756862745098039
4,OLB,OLFACTORY BULB,3,0.8,0.733333333333333,0
5,OB,Olfactory bulb,4,0.956862745098039,0.741176470588235,0.207843137254902
6,AOB,Accessory olfactory bulb,5,0.956862745098039,0.741176470588235,0.419607843137255
7,AON,Anterior olfactory nucleus,5,0.666666666666667,0.47843137254902,0.250980392156863
8,E,Ependyma & subependymal layer,5,0.705882352941177,0.466666666666667,0
9,EPlA,External plexiform layer of the accessory olfactory bulb,5,0.929411764705882,0.682352941176471,0
10,EPl,External plexiform layer of the olfactory bulb,5,1,0.733333333333333,0
11,GlA,Glomerular layer of the accessory olfactory bulb,5,,,
12,Gl,Glomerular layer of the olfactory bulb,5,0.772549019607843,0.713725490196078,0.619607843137255
13,GrA,Granule cell layer of the accessory olfactory bulb,5,0.890196078431372,0.780392156862745,0
14,GrO,Granule cell layer of the olfactory bulb,5,0.784313725490196,0.650980392156863,0.364705882352941
15,IPl,Internal plexiform layer of the olfactory bulb,5,0.890196078431372,0.780392156862745,0
16,MiA,Mitral cell layer of the accessory olfactory bulb,5,0.929411764705882,0.83921568627451,0.0549019607843137
17,Mi,Mitral cell layer of the olfactory bulb,5,0.43921568627451,0.423529411764706,0.243137254901961
18,ON,Olfactory nerve layer,5,0.917647058823529,0.835294117647059,0.419607843137255
238,SEP,SEPTUM,3,0,0.611764705882353,0.819607843137255
239,HDB,Nucleus of the horizontal limb of the diagonal band,238,0.52156862745098,0.0470588235294118,1
240,VDB,Nucleus of the vertical limb of the diagonal band,238,0,0.552941176470588,0.729411764705882
241,Ld,Lambdoid spetal zone,238,,,
242,LDB,Lateral nucleus of the diagonal band,238,0,0.364705882352941,1
243,LS,Lateral septal nuclei,238,0.494117647058824,0.494117647058824,0.858823529411765
244,LSD,Lateral septal nucleus;dorsal part,243,0.494117647058824,0.694117647058824,0.756862745098039
245,LSI,Lateral septal nucleus; intermediate part,243,0.611764705882353,0.890196078431372,0.870588235294118
246,LSV,Lateral septal nucleus; ventral part,243,0.862745098039216,0.835294117647059,0.756862745098039
247,MS,Medial septal nucleus,238,0.615686274509804,0.8,0.87843137254902
248,PDZ,Paradiagonal zone,238,,,
249,SFi,Septofimbrial nucleus,238,0.419607843137255,0.980392156862745,0.996078431372549
250,SHi,Septohippocampal nucleus,238,,,
251,TS,Triangular septal nucleus,238,0.419607843137255,0.392156862745098,0.858823529411765
166,BG,BASAL GANGLIA,3,0,0.450980392156863,0.635294117647059
226,St,Striatum,166,0,0.643137254901961,0.454901960784314
233,Cd,Caudate nucleus,226,0,0.647058823529412,0.325490196078431
234,Pu,Putamen,226,0.843137254901961,0.866666666666667,0.235294117647059
227,Acb,Accumbens nucleus,226,0.235294117647059,0.403921568627451,0.329411764705882
228,AcbC,Accumbens nucleus; core,227,0.792156862745098,0.850980392156863,0.647058823529412
229,AcbSh,Accumbens nucleus;shell,227,0.631372549019608,0.886274509803922,0.713725490196078
232,MAcbSh,Medial accumbens shell,229,,,
230,DAcbSh,Dorsal accumbens shell,229,,,
231,LAcbSh,Lateral accumbens shell,229,,,
167,AMG,Amygdala,166,0.52156862745098,0.345098039215686,0.588235294117647
196,Lbn,Latero-basal nuclear complex (bassolateral group),167,0.462745098039216,0.32156862745098,0.462745098039216
209,La,Lateral amygdaloid nucleus,196,0.27843137254902,0.223529411764706,0.274509803921569
203,BM,Basomedial amygdaloid nucleus,196,0.772549019607843,0.450980392156863,0.698039215686274
208,BMVM,Basomedial amygdaloid nucleus; vebtromedial part,203,,,
204,BMD,Basomedial amygdaloid nucleus; dorsal part,203,,,
205,BMMC,Basomedial amygdaloid nucleus; magnocellular part,203,0.772549019607843,0.301960784313725,0.572549019607843
206,BMPC,Basomedial amygdaloid nucleus; parvicellular part,203,0.901960784313726,0.4,0.525490196078431
207,BMV,Basomedial amygdaloid nucleus; ventral part,203,,,
197,BL,Basolateral amygdaloid nucleus,196,0.258823529411765,0.172549019607843,0.254901960784314
200,BLI,Basolateral amygdaloid nucleus; intermediate part,197,,,
201,BLVL,Basolateral amygdaloid nucleus; ventrolateral part,197,,,
202,BLVM,Basolateral amygdaloid nucleus; ventromedial part,197,,,
198,BLD,Basolateral amygdaloid nucleus; dorsal part,197,,,
199,BLDL,Basolateral amygdaloid nucleus; dorsolateral part,197,,,
168,AHi,Amygdalohippocampal area,167,0.490196078431373,0.341176470588235,0.552941176470588
169,APir,Amygdalopiriform transition area,167,0.905882352941176,0.250980392156863,0.964705882352941
170,ASt,Amygdalostriatal transition area,167,,,
171,CoAG,Cortical amygdaloid group (corticomedial group),167,0.654901960784314,0.341176470588235,0.658823529411765
176,Co,Cortical amugdaloid nucleus,171,,,
177,AA,Anterior amygdaloid area,176,0.670588235294118,0.235294117647059,0.364705882352941
178,ACo,Anterior cortical amygdaloid nucleus,176,0.290196078431373,0.325490196078431,0.803921568627451
179,LOT,Nucleus of the lateral olfactry tract,176,0.172549019607843,0,0.576470588235294
180,PCo,Posterior cortical amygdaloid nucleus,176,0,0.733333333333333,0.658823529411765
172,Ce,Central amygdaloid nucleus,171,0.623529411764706,0.243137254901961,0.552941176470588
173,CeC,Central amygdaloid nucleus; capsular parts,172,,,
174,CeL,Central amygdaloid nucleus; lateral parts,172,,,
175,CeM,Central amygdaloid nucleus; medial parts,172,,,
181,Me,Medial amygdaloid nucleus,171,0.964705882352941,0.886274509803922,0.580392156862745
210,PaL,Paralaminar amygdaloid nucleus,167,0.835294117647059,0.729411764705882,0.843137254901961
182,CxA,Cortex-amygdala transition zone,167,,,
183,EXA,Extended amygdala,167,,,
184,EA,Extended amygdala,183,,,
185,ST,Bed nucleus of the stria terminalis,184,0.866666666666667,0.92156862745098,0.525490196078431
192,STMV,Bed nucleus of the stria terminalis; medial division; ventral part,185,,,
186,Fu,Bed nucleus of the stria terminalis; fusiform part,185,,,
187,STIA,Bed nucleus of the stria terminalis; intraamygdaloid division,185,,,
188,STLD,Bed nucleus of the stria terminalis; lateral division; dorsal part,185,,,
189,STLP,Bed nucleus of the stria terminalis; lateral division; posterior part,185,,,
190,STMA,Bed nucleus of the stria terminalis; medial division; anterior part,185,,,
191,STMP,Bed nucleus of the stria terminalis; medial division; posterior part,185,,,
193,I,Intercalated nuclei of the amygdala,183,0.666666666666667,0.701960784313725,0
194,IM,Intercalated amygdaloid nucleus; main part,183,,,
195,IPAC,Interstitial nucleus of the posterior limb of the anterior commissure,183,0.772549019607843,0.725490196078431,0
235,STh,Subthalamic nucleus,166,0.427450980392157,0.658823529411765,0.584313725490196
236,VEn,Ventral nucleus of the endopiriform claustrum,166,0.384313725490196,0.458823529411765,0.635294117647059
237,VP,Ventral pallidum,166,0.282352941176471,0.337254901960784,0.16078431372549
211,B,Basal nucleus (Meynert),166,0,0.325490196078431,0.243137254901961
212,Cl,Claustrum,166,0,0.482352941176471,0.313725490196078
213,DEn,Dorsal nucleus of the endopiriform claustrum,166,0.533333333333333,0.545098039215686,0.258823529411765
214,GP,Globus pallidus,166,,,
216,IGP,Internal globus pallidus,214,0,0.6,0.52156862745098
215,EGP,External globus pallidus,214,0.509803921568627,1,0.909803921568627
217,IEn,Intermediate endopiriform nucleus,166,,,
218,SIB,Substania innominata; basal part,166,0.329411764705882,0.505882352941176,0.0980392156862745
219,SNBG,Substantia nigra,166,0.164705882352941,0.466666666666667,0.384313725490196
224,SNL,Substantia nigra; lateral part,219,0.588235294117647,0.686274509803922,0.662745098039216
225,SNR,Substantia nigra; reticular part,219,0.254901960784314,0.764705882352941,0.686274509803922
220,SNC,Substantia nigra; compact part,219,0.380392156862745,0.835294117647059,0.372549019607843
221,SNCD,Substantia nigra; compact part; dorsal tier,220,,,
222,SNCM,Substantia nigra; compact part; medial tier,220,,,
223,SNCV,Substantia nigra; compact part; ventral tier,220,,,
252,DIEN,DIENCEPHALON,2,0.145098039215686,0.164705882352941,0.207843137254902
348,HYPO,HYPOTHALAMUS,252,0.262745098039216,0.192156862745098,0.443137254901961
384,SO,Supraoptic nucleus,348,0.207843137254902,0.207843137254902,0.450980392156863
385,SOR,Supraoptic nucleus; retrochiasmatic part,348,,,
386,VTM,Ventral tuberomammillary nucleus,348,,,
387,VLPO,Ventrolateral preoptic nucleus,348,,,
388,VMH,Ventromedial hypothalamic nucleus,348,0.341176470588235,0.427450980392157,0.47843137254902
389,VMPO,Ventromedial preoptic nucleus,348,,,
349,AHA,Anterior hypothalamic area; anterior part,348,0.482352941176471,0.513725490196078,0.631372549019608
350,AH,Anterior hypothalamic nucleus,348,0.364705882352941,0.258823529411765,0.709803921568627
351,AVPe,Anteroventral periventricular nucleus,348,,,
352,Arc,Arcuate hypothalamic nucleus,348,0.564705882352941,0.258823529411765,0.709803921568627
353,DA11,DA11 dopamine cells,348,,,
354,DA12,DA12 dopamine cells,348,,,
355,DA14,DA14 dopamine cells,348,,,
356,DM,Dorsomedial hypothalamic nucleus,348,0.337254901960784,0.349019607843137,0.729411764705882
357,DMC,Dorsomedial hypothalamic nucleus; compact part,348,,,
358,JPLH,Juxtaparaventricular part of the lateral hypothalamus,348,,,
359,Lter,Lamina terminalis,348,,,
360,LH,Lateral hypothalamic area,348,0.505882352941176,0.305882352941176,1
361,MB,Mammillary body,348,0.4,0.349019607843137,0.443137254901961
362,LM,Lateral mammillary nucleus,361,0.772549019607843,0.745098039215686,1
363,ML,Medial mammillary nucleus; lateral part,361,0.615686274509804,0.396078431372549,0.411764705882353
364,MM,Medial mammillary nucleus; medial part,361,0.56078431372549,0.4,0.623529411764706
365,MTu,Medial tuberal nucleus,348,0.458823529411765,0.270588235294118,0.882352941176471
366,SM,Nucleus of the stria medullaris,348,,,
367,Pa,Paraventricular hypothalamic nucleus,348,0.380392156862745,0.282352941176471,0.462745098039216
368,PaDC,Paraventricular hypothalamic nucleus; dorsal cap,367,,,
369,PaLM,Paraventricular hypothalamic nucleus; lateral magnocellular part,367,,,
370,PaPo,Paraventricular hypothalamic nucleus; posterior part,367,,,
371,PeF,Perifornical nucleus,348,,,
372,Pe,Periventricular hypothalamic nucleus,348,,,
373,PH,Posterior hypothalamic nucleus,348,0.27843137254902,0.172549019607843,0.458823529411765
374,PMD,Premammillary nucleus; dorsal part,348,,,
375,PMV,Premammillary nucleus; ventral part,348,,,
376,PO,Preoptic area,348,0.454901960784314,0.294117647058824,0.596078431372549
377,LPO,Lateral preoptic area,376,0.866666666666667,0.823529411764706,0.886274509803922
378,MPA,Medial preoptic area,376,0.47843137254902,0.380392156862745,0.709803921568627
379,MPO,Medial preoptic nucleus,376,0.337254901960784,0.349019607843137,0.729411764705882
380,MnPO,Median preoptic nucleus,376,,,
381,RM,Retromammillary nucleus,348,,,
382,StHy,Striohypothalamic nucleus,348,,,
383,SCh,Suprachiasmatic nucleus,348,0.196078431372549,0.23921568627451,0.215686274509804
253,THAL,THALAMUS,252,0.219607843137255,0.301960784313725,0.596078431372549
259,ASN,Association nuclei,253,,,
264,LTN,Lateral nuclei,259,,,
265,LD,Laterodorsal thalamic nucleus,264,0.219607843137255,0.301960784313725,0.596078431372549
266,LP,Lateral posterior thalamic nucleus,264,0,0.317647058823529,0.603921568627451
272,Pul,Pulvinar,259,0.596078431372549,0.513725490196078,0.462745098039216
273,APul,Anterior pulvinar,272,0.784313725490196,0.694117647058824,0.6
